Job Title,Experience,Company,Scraped data,Salary,Location,Tags,Posted date
Sales Manager Agency Emerging Relationships in Mumbai,0-5 Yrs,Bajaj Allianz General Insurance,07/04/2023,2-5 Lacs PA,"Mumbai, Mumbai Suburban, Navi Mumbai","['sales', 'general', 'insurance sales', 'motors', 'motor insurance', 'lead generation', 'retail sales', 'general insurance sales']",4 Days Ago
Sales Officer / Asst Manager - Business Development,2-7 Yrs,Hikvision India,07/04/2023,Not disclosed,"Ahmedabad, Vadodara, Mumbai (All Areas)","['project sales', 'Field Sales', 'business development management', 'Sales Management', 'B2B Sales', 'client meeting', 'client', 'cold calling']",Few Hours Ago
Sales Executive/ Business Development Executive,,Gotek,07/04/2023,2.75-3 Lacs PA,,"['Communication Skills', 'presentation', 'interpersonal', 'sales ability', 'interpersonal skills', 'business development', 'sales', 'sales presentations']",2 Days Ago
Sales Manager / Business Development Manager,3-7 Yrs,Security and Intelligence Services (SIS),07/04/2023,3.5-7 Lacs PA,"Rohtak, Sonipat/Sonepat, Gurgaon/Gurugram","['Business Development', 'b2b', 'sales', 'corporate', 'development management', 'business development management', 'corporate sales', 'b2b sales']",1 Day Ago
"Corporate Sales Manager, Business Development Manager",7-10 Yrs,Security and Intelligence Services (SIS),07/04/2023,5-8 Lacs PA,Kolkata,"['Business Development', 'B2B Sales', 'Corporate Sales', 'management', 'generation', 'development', 'revenue generation', 'lead generation']",1 Day Ago
"Sales Executive, Business development executive, Tele sales executive",0-5 Yrs,Wtm It,07/04/2023,Not disclosed,"Thane, Navi Mumbai, Mumbai (All Areas)","['Business Development', 'b2b sales', 'outbound sales', 'development', 'software', 'sales executive activities', 'cold calling', 'telesales']",3 Days Ago
Sales & Business Development Manager - Inside Sales | Gandhinagar,0-5 Yrs,Parth Associates,07/04/2023,4-6 Lacs PA,"Kalol, Gandhinagar, Ahmedabad","['Sales', 'marketing', 'negotiation', 'business development management', 'lead generation', 'management', 'admissions', 'career development']",1 Day Ago
Branch Sales Manager - Mumbai,3-5 Yrs,Ceasefire,07/04/2023,3.5-6 Lacs PA,Mumbai (All Areas),"['Team Handling', 'branch management', 'team', 'business development', 'leadership', 'tsm', 'tl', 'management']",16 Days Ago
Sr. Area Sales Manager,2-4 Yrs,Phonepe,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['financial services', 'management', 'development', 'area sales', 'area sales management', 'travel insurance', 'insurance', 'business development']",1 Day Ago
Walk -in For Hospital Secretary @ MIOT International (Only Female).,0-5 Yrs,MIOT International,07/04/2023,Not disclosed,Chennai,"['secretarial activities', 'typing', 'Medical', 'customer handling', 'hospital', 'handling', 'communication skills', 'international']",1 Day Ago
"Secretary To Division Head - ITD Cementation India Limited, Powai",8-10 Yrs,ITD Cementation India (ITD Cem),07/04/2023,Not disclosed,Mumbai(Powai),"['Travel Arrangements', 'Letter Drafting', 'Secretarial Activities', 'Travel Booking', 'Calendar Management', 'assistance', 'travel', 'draft']",1 Day Ago
Secretary /Admin Manager (russian language ),4-8 Yrs,Sberbank,07/04/2023,8-13 Lacs PA,"Delhi / NCR(Connaught Place), Mumbai (All Areas)","['Personal Assistance', 'travel operations', 'secretarial activities', 'russian language', 'Hotel Booking', 'assistance', 'administration management', 'calendar management']",2 Days Ago
Secretary,3-7 Yrs,Skillmile Solutions,07/04/2023,7-9.5 Lacs PA,Mumbai (All Areas),"['Personal Assistance', 'strong communication skills', 'Calendar Management', 'secretarial activities', 'management', 'personal', 'assistance', 'communication skills']",Just Now
Admin / Secretary - English communication must,0-5 Yrs,Voltech HR Services (VHRS),07/04/2023,Not disclosed,Saudi Arabia,"['administration', 'Documentation', 'secretarial activities', 'assistance', 'pa', 'ea', 'communication skills', 'english']",9 Days Ago
Secretary,4-6 Yrs,Mahindra Lifespaces,07/04/2023,Not disclosed,Mumbai (All Areas),"['travel arrangements', 'Calendar Management', 'travel operations', 'expense reports', 'invoicing', 'assistance', 'invoice processing', 'process']",7 Days Ago
Secretary,1-4 Yrs,Sai Secretarial Services,07/04/2023,Not disclosed,Chennai,"['secretarial activities', 'pdf', 'Secretary', 'Doctor']",15 Days Ago
Secretary,3-8 Yrs,Ashirbad House Keeping Services,07/04/2023,3.5-4 Lacs PA,New Delhi(Nehru Place),"['PA', 'drafting', 'computer skills', 'secretarial activities', 'travel', 'travel management', 'draft', 'management']",7 Days Ago
Secretary/Stenographer/ Computer Operator/ Receptionist,0-5 Yrs,Commercial Consulting Chamber,07/04/2023,Not disclosed,Pune,"['MS Office', 'typing speed', 'operating', 'office', 'marathi', 'computer operating', 'typing', 'secretarial activities']",17 Days Ago
Secretary (female),0-2 Yrs,Professio Consultants,07/04/2023,3-4 Lacs PA,Delhi / NCR,"['Secretarial Skills', 'secretarial activities', 'travel arrangements', 'correspondence', 'travel operations', 'travel']",9 Days Ago
Steno Secretary,0-5 Yrs,Capital Placement Services,07/04/2023,Not disclosed,New Delhi,"['secretarial activities', 'ms office', 'internet', 'steno', 'office', 'english', 'microsoft', 'stenography']",30+ Days Ago
Secretary,0-2 Yrs,Space Consultant,07/04/2023,Not disclosed,Mumbai,"['analytical', 'analytical skills', 'analytics', 'relationship', 'ipr', 'analytical skill', 'secretarial activities', 'Secretary']",30+ Days Ago
Secretary,3-5 Yrs,Apollo Hospitals,07/04/2023,Not disclosed,Chennai,"['administrative support', 'inventory', 'communication skills', 'inventory management', 'administration', 'management']",3 Days Ago
Manager - Personal Secretary,2-3 Yrs,Bajaj Finserv Ltd.,07/04/2023,Not disclosed,Pune,"['Claims', 'MIS', 'Personal Secretary', 'Scheduling', 'MS Word', 'Research', 'Powerpoint', 'Room']",30+ Days Ago
CS Secretary,0-1 Yrs,Kukulkan Manpower,07/04/2023,Not disclosed,Coimbatore,"['marketing', 'corporate governance', 'public relations', 'relationship', 'compliance', 'governance', 'law', 'cs']",30+ Days Ago
Secretary,0-4 Yrs,High Fliers,07/04/2023,Not disclosed,Kolkata,"['secretarial activities', 'pa', 'technology', 'management', 'assistance', 'technology management', 'Assistant Secretary', 'Manager Technology']",27 Days Ago
Secretary,7-12 Yrs,Tata Projects,07/04/2023,Not disclosed,Mumbai Suburban,"['Secretarial Skills', 'secretarial activities', 'microsoft', 'administration', 'ms office', 'office']",28 Days Ago
Secretary,3-5 Yrs,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,07/04/2023,Not disclosed,Mumbai,"['scheduling', 'ms office', 'logistics', 'office', 'stenography', 'microsoft', 'shorthand', 'dbms']",30+ Days Ago
Steno Secretary,1-6 Yrs,Manfin Infotech Ltd,07/04/2023,Not disclosed,Ahmedabad,"['microsoft', 'excel', 'management', 'secretarial activities', 'accounting', 'word', 'coordination', 'direct']",30+ Days Ago
Secretary Cum Admin,2-6 Yrs,ADD Ur Co Llp,07/04/2023,3 Lacs PA,Chennai(Ashok Nagar +1),"['Administration', 'Tally', 'Personal Assistance', 'Executive Secretary', 'secretary', 'secretarial activities', 'management', 'appoint']",10 Days Ago
Assistant Manager - Corporate Planning and Analysis,2-6 Yrs,Agile Airport Services,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['project management', 'networking', 'statistics', 'assistance', 'process', 'corporate planning', 'consulting', 'project']",30+ Days Ago
Assistant Manager - Corporate Planning,10-12 Yrs,Motilal Oswal Financial Services (MOFSL),07/04/2023,Not disclosed,Mumbai,"['management', 'corporate planning', 'corporate', 'assistance', 'senior', 'planning', 'MIN', 'Senior Analyst']",30+ Days Ago
Corporate Planning Manager,6-11 Yrs,JAC Recruitment India Pvt Ltd.,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['Selection process', 'Head Business Development', 'Excel', 'Business expansion', 'Corporate planning', 'Management', 'Powerpoint', 'Testing']",30+ Days Ago
Corporate Planning / Strategy Mgr,6-13 Yrs,Salient Hr Management,07/04/2023,Not disclosed,"Bhopal, Gwalior, Indore, Delhi","['corporate planning', 'strategic planning', 'retail', 'six sigma', 'mgr', 'education', 'consulting', 'corporate']",30+ Days Ago
Manager/Senior Manager - Business Development,0-5 Yrs,Ofb Tech,07/04/2023,6-12 Lacs PA,Chandigarh,"['Business Loans', 'SME Lending', 'senior management', 'business development', 'development management', 'sme', 'business development management', 'senior']",30+ Days Ago
Hiring - Business Development Executive/Manager-Bangalore & Hyderabad,0-5 Yrs,Indusind Bank,07/04/2023,1.75-4.25 Lacs PA,"Visakhapatnam, Hyderabad/Secunderabad, Bangalore/Bengaluru","['Casa', 'Sales', 'Business Development Management', 'Credit Cards', 'development management', 'development', 'management', 'new business']",2 Days Ago
Business Development Manager,0-2 Yrs,Bigbasket,07/04/2023,3-4 Lacs PA,Mumbai (All Areas),"['Sales', 'management', 'corporate sales', 'development', 'business development', 'business development management', 'corporate']",3 Days Ago
Business Development Manager - EC,,Indusind Bank,07/04/2023,2.25-5.5 Lacs PA,,"['bde', 'insurance', 'general insurance', 'management', 'current account', 'development', 'current', 'general']",2 Days Ago
Business Development Manager,0-5 Yrs,Indusind Bank,07/04/2023,2-5 Lacs PA,"Kochi/Cochin, Ernakulam, Kollam/Quilon, Kottayam, Muvattupuzha, Kothamangalam, Trivandrum/Thiruvananthapuram, Thiruvalla, Kazhakoottam","['Sales And Marketing', 'finance', 'marketing', 'insurance sales', 'business development management', 'bancassurance', 'management', 'bfsi sales']",7 Days Ago
Assistant Manager - Business Development,0-3 Yrs,moglix,07/04/2023,Not disclosed,Noida,"['management', 'business development', 'sales', 'assistance', 'business development management', 'telemarketing', 'development', 'customer service']",30+ Days Ago
Business Development Manager at Healthplix,0-4 Yrs,Blob Infotech,07/04/2023,Not disclosed,"Temp. WFH - Panipat, Kochi/Cochin, Vijayawada, Chandigarh, Kurnool, Salem, Tiruchirapalli/Trichy, Amritsar, Mumbai (All Areas)","['Lead Generation', 'business development', 'healthcare', 'generation', 'sales', 'business development management', 'management', 'development']",22 Days Ago
Business Development Manager,0-5 Yrs,Lifecell,07/04/2023,2-5 Lacs PA,"Mumbai Suburban, Mumbai (All Areas)","['Sales Field Work', 'development', 'generation', 'field work', 'business development management', 'target', 'business development', 'field']",16 Days Ago
Business Development Manager,0-2 Yrs,Corporate Steps,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['sales training', 'business development', 'sales', 'corporate', 'business development management', 'training', 'corporate business development', 'management']",9 Days Ago
Business Development Executive / Business Development Manager,,Codepanda Academy,07/04/2023,3.5-6 Lacs PA,,"['Business Development And Marketing', 'Sales And Marketing', 'Bdm', 'Business Development Management', 'Business Development Operations', 'marketing', 'written communication', 'sales']",9 Days Ago
Business Development Manager (Madhya Pradesh),0-5 Yrs,Indusind Bank,07/04/2023,2-4.75 Lacs PA,"Bhopal, Indore, Jabalpur, Dewas, Ujjain","['sales', 'cards', 'field', 'marketing', 'current', 'casa', 'business development', 'new business']",11 Days Ago
Business Development Manager || Urgent requirement || Gandhinagar,0-5 Yrs,BYJUS,07/04/2023,4-6 Lacs PA,"Mehsana, Jamnagar, Ahmedabad","['Sales', 'marketing', 'calling', 'b2b sales', 'business development management', 'cold calling', 'b2c marketing', 'lead generation']",Just Now
Manager - Business Development - Education,0-2 Yrs,Serving Skill,07/04/2023,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","['Sales', 'business development management', 'b2b', 'b2b sales', 'educational sales', 'solution sales', 'telecalling', 'edutech']",Few Hours Ago
Business Development Manager,0-4 Yrs,Indusind Bank,07/04/2023,2-5 Lacs PA,"Kochi/Cochin, Ernakulam, Kollam/Quilon, Kottayam, Thrissur/Trichur, Muvattupuzha, Kothamangalam, Chengannur, Trivandrum/Thiruvananthapuram","['Sales And Marketing', 'new client acquisition', 'development', 'management', 'marketing', 'client acquisition', 'business development', 'client']",18 Days Ago
Business Development Manager,0-5 Yrs,Indusind Bank,07/04/2023,Not disclosed,"Gandhinagar, Ahmedabad, Anand, Rajkot, Surat, Vadodara","['fresher', 'business development management', 'sales', 'insurance', 'credit cards', 'cards', 'management', 'casa']",18 Days Ago
Business Development Manager,0-5 Yrs,Lifecell,07/04/2023,2-5 Lacs PA,Ahmedabad,"['Sales Field Work', 'presentation', 'presentation skills', 'field work', 'target', 'field', 'generation', 'marketing']",16 Days Ago
Site Engineer - Civil,1-3 Yrs,Suresh Surana & Associates Llp,07/04/2023,Not disclosed,"Bellary/Ballari, Bilaspur","['site', 'civil', 'supervision', 'site engineering', 'industrial', 'industrial projects', 'inspection', 'project']",1 Day Ago
Civil Site Engineer,2-5 Yrs,Siemens,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['civil', 'engineering', 'site engineering', 'hse', 'site management', 'bim', 'construction', 'civil engineering']",3 Days Ago
Site Engineer,0-2 Yrs,LEENUS INDIA PVT LTD,07/04/2023,1.5-2.5 Lacs PA,"Hyderabad/Secunderabad, Srikakulam","['auto level', 'leveling', 'site engineering', 'site execution', 'engineering', 'topography', 'total station', 'dgps']",2 Days Ago
Site Engineer - HVAC,0-5 Yrs,Krish Engineering,07/04/2023,Not disclosed,Chennai,"['site execution', 'Site Engineering', 'HVAC Engineering', 'responsible for all site works', 'HVAC', 'hvac project engineer', 'mechanical engineering', 'ventilation']",1 Day Ago
Site Engineer Mechanical / Electrical / Chemical,0-1 Yrs,Flocon Industries Pvt Ltd,07/04/2023,1.25-1.75 Lacs PA,"Mumbai, Hyderabad/Secunderabad","['mechanical engineering', 'AutoCAD', 'MS Office', 'site', 'water', 'electricals', 'site engineering', 'electrical engineering']",2 Days Ago
Civil Site Engineer L1,0-3 Yrs,Urban Housing Developers,07/04/2023,1.5-3 Lacs PA,Chennai(West Tambaram),"['AutoCAD', 'Civil Engineering', 'Building Construction', 'Site Engineering', 'l1', 'building', 'engineering', 'site']",2 Days Ago
Site Engineer  (Pumps & Automation),0-2 Yrs,Param Hydraulics,07/04/2023,4-5 Lacs PA,Navi Mumbai,"['Site Engineering', 'motors', 'repair', 'automation', 'site', 'ship repair', 'engineering', 'software testing']",5 Days Ago
Site Engineer - Civil,0-5 Yrs,Varun Kumar Gupta,07/04/2023,2-5 Lacs PA,Kolkata,"['Construction', 'Site Engineering', 'civil', 'site planning', 'site supervision', 'civil supervision', 'building', 'site']",2 Days Ago
Site Engineer / Site Supervisor,0-5 Yrs,NEO Enterprise,07/04/2023,Not disclosed,"Kolkata, Baruipur, Howrah","['Site Supervision', 'site monitoring', 'project', 'labour', 'pre engineered building', 'site planning', 'structural fabrication', 'site execution']",10 Days Ago
Site Engineer Cum Civil Enggr / 5 LPA To 8LPA / Bangalore / Andhra,4-9 Yrs,Teamlease Services Limited,07/04/2023,3-8 Lacs PA,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['project engineer', 'site engineer', 'civil', 'site engineering', 'engineering', 'project', 'site management', 'construction']",9 Days Ago
Site Engineer Trainee,0-2 Yrs,Virali Industrial Solutions Private Limited,07/04/2023,1.5-2.5 Lacs PA,Chennai,"['Site Planning', 'Manpower Planning', 'Manpower Management', 'Customer Coordination', 'Supervision', 'site installation', 'site engineering', 'installation']",4 Days Ago
Site Engineer - Civil,10-20 Yrs,Petroexcel Technology Services,07/04/2023,Not disclosed,Nigeria,"['Civil Construction', 'Civil Site Engineering', 'site', 'civil engineering', 'engineering', 'structural engineering', 'construction', 'site engineering']",3 Days Ago
Civil Site Engineer,7-12 Yrs,Ajna Resorts,07/04/2023,4.5-9.5 Lacs PA,Kullu/Manali,"['Construction Management', 'interiors', 'hotel', 'resort', 'management', 'interior designing', 'design', 'building']",2 Days Ago
Civil Site Engineer - Ahmedabad n' Pune,3-8 Yrs,Arvind Smartspaces Limited,07/04/2023,5-10 Lacs PA,"Pune, Ahmedabad","['Site Supervision', 'Civil Engineering', 'Site Execution', 'site', 'construction', 'civil', 'civil site engineering', 'supervision']",3 Days Ago
Civil Site Engineer,4-5 Yrs,Sikka Associates Architects,07/04/2023,Not disclosed,Patna,"['Civil Engineering', 'civil', 'site engineering', 'engineering', 'site management', 'execution', 'civil site engineering', 'site']",3 Days Ago
Site Engineer- Civil,2-5 Yrs,Lohiya Green Energy Pvt Ltd,07/04/2023,Not disclosed,Nagpur,"['green field projects', 'Erection Commissioning', 'Project Management', 'Site Execution', 'Man Management', 'project', 'civil engineering', 'building construction']",6 Days Ago
Site Engineer Trainee  spot offer,,INTELLI SEARCH,07/04/2023,1-2 Lacs PA,,"['engineer', 'fabrication', 'training', 'refinery', 'mechanical engineering', 'site', 'oil', 'engineering']",6 Days Ago
Civil Site Engineer,0-5 Yrs,Procivil Consultants,07/04/2023,1.75-3.5 Lacs PA (Including Variable: 10.0%),Lucknow,"['Construction Supervision', 'supervision', 'site engineering', 'engineering', 'civil site engineering', 'construction engineering', 'site', 'construction']",4 Days Ago
Civil Site Engineer,0-5 Yrs,Skyline Building And Infrastructure Constructions And Consultants,07/04/2023,3.25-6 Lacs PA,"Mumbai, Thane, Pune","['Civil Site Engineering', 'Civil Engineering', 'site', 'bar bending schedule', 'estimation', 'autocad', 'schedule', 'management']",4 Days Ago
Diploma/Be Civil graduate For Site Engineer Role,0-2 Yrs,Samruddhi ,07/04/2023,1.75-3 Lacs PA,Bangalore/Bengaluru(Adugodi),"['Site Supervision', 'Site Execution', 'civil', 'site engineering', 'project', 'draft', 'civil engineering', 'drafting']",6 Days Ago
Call Center / Voice Process / Collection Advisor  - Linguistic,0-5 Yrs,Paytm,07/04/2023,Not disclosed,"Mumbai, Goregaon","['process', 'calling', 'voice', 'collections', 'center', 'voice process', 'bpo']",2 Days Ago
"Film & Broadcasting: Video Editor, Audio Engineer, Compositing, 3d Art",2-4 Yrs,Aatman Innovations,07/04/2023,Not disclosed,Mumbai,"['access control', '3d', 'asset management', 'relationship', 'video', 'art', 'telephony', 'asset']",30+ Days Ago
"Photographer,Videographer and Video Editor",,SUBYARTH CRAFT PRIVATE LIMITED,07/04/2023,2.5-3.75 Lacs PA,,"['videography', 'youtube video edting', 'video editing', 'photography', 'adobe', 'youtube', 'special effects', 'video processing']",3 Days Ago
Video Editor For Tamil Vlogz (@tamilvlogz),0-3 Yrs,Quickee,07/04/2023,Not disclosed,Permanent Remote,"['Content Creation', 'Video Editing', 'social media', 'media', 'video production', 'branding', 'online branding', 'marketing']",16 Days Ago
International Voice Process / BPO / Call Centre / Customer Service - M,0-5 Yrs,2coms,07/04/2023,3-8 Lacs PA,"Navi Mumbai, Mumbai","['customer service', 'international voice', 'international', 'process', 'voice', 'calling', 'm', 'voice process']",13 Days Ago
Senior Video Editor-Noida Film City,1-4 Yrs,Right Step Consulting,07/04/2023,Not disclosed,Noida,"['videography', 'adobe premiere', 'cinematography', 'events', 'features', 'adobe', 'audio', 'editing']",8 Days Ago
Hiring For Customer Service (Inbound Voice Process) Andheri-Chandivali,0-5 Yrs,Tech Mahindra,07/04/2023,Not disclosed,Mumbai (All Areas),"['Inbound Process', 'Inbound Voice Process', 'Customer Care', 'process', 'domestic bpo', 'voice', 'domestic', 'hiring']",8 Days Ago
Call For Process Executive Voice - Medical Science - Pan India,0-0 Yrs,Cognizant,07/04/2023,Not disclosed,"Kolkata, Mumbai (All Areas)","['medical', 'communication skills', 'voice', 'pan', 'strong communication skills', 'process', 'voice process', 'calling']",27 Days Ago
"Urgent Vacancy Inbound Call Center, Voice Process, Customer Care",0-5 Yrs,Eureka,07/04/2023,1.25-3.25 Lacs PA,"Mumbai, Thane, Navi Mumbai","['Customer Service', 'Customer Support', 'Telecalling', 'Customer Care', 'Call Center', 'inbound process', 'customer relationship', 'outbound calling']",2 Days Ago
Film/Video Editor,1-4 Yrs,Nvico,07/04/2023,Not disclosed,Chennai,"['process', 'editing', 'management', 'adobe', 'video conference', 'research', 'selection process', 'selection']",30+ Days Ago
Voice Process- Airoli,0-1 Yrs,Wipro,07/04/2023,Not disclosed,"Mumbai Suburban, Mumbai (All Areas)","['Voice Process', 'international bpo', 'front office', 'email', 'voice support', 'international voice process', 'telecalling', 'customer support']",2 Days Ago
Wipro Airoli Voice Process - HR Anamika,0-1 Yrs,Wipro,07/04/2023,Not disclosed,Navi Mumbai,"['Voice Process', 'inbound process', 'customer support', 'inbound', 'voice', 'international', 'customer service', 'process']",1 Day Ago
Film Festival Specialist,1-5 Yrs,Ultra Media & Entertainment Pvt. Ltd,07/04/2023,Not disclosed,Mumbai,"['film', 'management', 'syndication']",30+ Days Ago
Urgent Hiring For International Voice Process (Airoli ) - HR Sanhita,0-0 Yrs,Wipro,07/04/2023,Not disclosed,Navi Mumbai,"['bpo', 'night shift', 'international voice process', 'communication skills', 'voice', 'process', 'english', 'bpo voice']",1 Day Ago
Voice Process Executive,0-5 Yrs,Hexaware Technologies,07/04/2023,"50,000-2.25 Lacs PA","Mumbai(Mankhurd +2), Thane, Panvel, Navi Mumbai, Ulhasnagar, Ambarnath, Kalyan/Dombivli","['voice process', 'Customer Care', 'International Voice Process', 'voice', 'process', 'international voice', 'uk', 'uk process']",1 Day Ago
"Hindi Video Editor, Voice Over, content writer For Youtube Videos",0-1 Yrs,Elyxo Infotech,07/04/2023,"50,000-3 Lacs PA",Permanent Remote,"['Hindi Typing', 'Video Editing', 'Voice Overs', 'Content Writing', 'Article Writing', 'content', 'video production', 'production']",5 Days Ago
Bulk hiring For Voice process ( Inbound process),0-2 Yrs,Careernet Technologies,07/04/2023,"50,000-3 Lacs PA",Bangalore/Bengaluru,"['inbound process', 'bulk hiring', 'process', 'calling', 'voice', 'center', 'communication skills', 'hiring']",2 Days Ago
Banking Customer Support-Inbound Voice process||bangalore||,0-0 Yrs,Teleperformance (TP),07/04/2023,1-1.5 Lacs PA,Bangalore/Bengaluru(Kundalahalli +2),"['voice process', 'tamil', 'inbound process', 'customer support', 'process', 'banking voice', 'voice', 'english']",1 Day Ago
"Fresher required For SME,Video Editor,Content Writer",0-2 Yrs,BPO Plus,07/04/2023,1-1.5 Lacs PA,Mohali,"['Video Production', 'social media marketing', 'Content Writing', 'social media', 'marketing', 'editing', 'production', 'content editing']",Just Now
"Urgent Vacancy Inbound Call Center, Voice Process, Customer Care",0-5 Yrs,Credicus,07/04/2023,1.25-3.25 Lacs PA,"Mumbai, Thane, Navi Mumbai","['Customer Service', 'Customer Support', 'Telecalling', 'Customer Care', 'Call Center', 'process', 'voice', 'bpo']",13 Days Ago
Physics Teacher - Teaching,0-4 Yrs,Ajit Vidialay Sen Sec School,07/04/2023,Not disclosed,Amritsar,"['microsoft', 'physics', 'data', 'teaching biology', 'room', 'sec', 'processor', 'process']",6 Days Ago
Chemistry Teacher - Teaching,0-4 Yrs,Ajit Vidialay Sen Sec School,07/04/2023,Not disclosed,Amritsar,"['data', 'data processing', 'chemistry', 'process', 'teaching biology', 'web technologies', 'teaching', 'room']",6 Days Ago
Teaching faculty For CSE/IT (Assistant Professor/Professor),0-5 Yrs,Ambalika Institute Of Management & Technology (unit Of Ambalika Welfare Foundation),07/04/2023,2.5-6 Lacs PA,Lucknow,"['Computer Science', 'PhD', 'Teaching', 'Information Technology', 'leadership skills', 'professor activities', 'leadership', 'assistance']",12 Days Ago
Online Tutor,0-2 Yrs,Teaching Storm Online Services,07/04/2023,2-4 Lacs PA,Permanent Remote,"['Good Communication and Explanation Skills', 'education', 'tutoring', 'teaching', 'communication skills', 'online tutoring']",1 Day Ago
Data Science Teaching Assistant,0-3 Yrs,Knowledgehut,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['natural language processing', 'languages', 'regression', 'data', 'data science', 'science teaching', 'assistance', 'json']",8 Days Ago
Teaching Faculty,0-5 Yrs,"Phoenix International School (cbse), Chandkhed",07/04/2023,Not disclosed,Chandhkhed,"['digital', 'computer knowledge', 'computer', 'usage', 'computer skills', 'teaching', 'Computer skills and use of digital boards']",2 Days Ago
Maths Teacher - Teaching,0-4 Yrs,Ajit Vidialay Sen Sec School,07/04/2023,Not disclosed,Amritsar,"['data processing', 'mathematics', 'room', 'data', 'processor', 'process', 'sec', 'teaching']",30+ Days Ago
Advance Teaching Faculty (Only IITians),3-8 Yrs,MT Educare,07/04/2023,15-30 Lacs PA,Mumbai (All Areas),"['Chemistry', 'professor activities', 'science', 'teaching', 'science teaching', 'tutoring', 'physics', 'coaching']",6 Days Ago
Teacher/ Admin/ Principal/ Vice Principal/ Non Teaching/ Front Desk,1-3 Yrs,Sarathi Academy,07/04/2023,1-2.5 Lacs PA,Hyderabad/Secunderabad(Habsiguda),"['Teaching Mathematics', 'Teaching English', 'teaching science', 'Teaching Hindi', 'Teaching', 'desk', 'front desk', 'front office']",9 Days Ago
Teaching Assistant,0-4 Yrs,Meghnad Desai Academy Of Economics (mdae),07/04/2023,Not disclosed,Mumbai,"['programming', 'data', 'assistance', 'program', 'teaching', 'pdf', 'economics', 'data science']",30+ Days Ago
Teaching Assistant,0-3 Yrs,Dronavyas Ixpoe,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['coordination', 'french', 'german', 'biology', 'assistance', 'teaching', 'chemistry', 'photoshop']",30+ Days Ago
Teaching Staff,2-7 Yrs,Dr Reddys Foundation (DRF),07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['teaching', 'physical education', 'academics', 'science teaching', 'english', 'teaching english', 'science', 'physical']",1 Day Ago
Teaching Assistants in Engineering,0-0 Yrs,Sree Sastha Institute of Engineering and Technology (SSIET),07/04/2023,1.75-2.75 Lacs PA,Chennai(Iyyappanthangal +9),"['tutoring', 'assistance', 'teaching', 'engineering']",11 Days Ago
Freelance Teaching Assistant - Data Science,0-3 Yrs,Testbook Edu Solutions,07/04/2023,Not disclosed,"Mumbai, Navi Mumbai","['data', 'assistance', 'teaching', 'android', 'freelancing', 'data science', 'training', 'science']",30+ Days Ago
Teaching Assistant- Data Science,0-2 Yrs,Testbook Edu Solutions,07/04/2023,Not disclosed,"Mumbai, Navi Mumbai","['data', 'assistance', 'teaching', 'android', 'data science', 'training', 'science']",30+ Days Ago
Urgent Requirement Teaching Staff,0-5 Yrs,RatanBai S. Damani School,07/04/2023,"50,000-1.5 Lacs PA",Kalyan/Dombivli,"['education', 'teaching', 'requirements']",Few Hours Ago
Teaching Jobs In NCR  - Post Graduate Teacher,0-3 Yrs,Right Step Consulting,07/04/2023,Not disclosed,Delhi,"['Training', 'Chemistry', 'PHP', 'HTTP', 'Counselling', 'Teaching']",30+ Days Ago
Teaching Jobs In NCR  -  Trained Graduate Teacher,0-2 Yrs,Right Step Consulting,07/04/2023,Not disclosed,Delhi,"['Training', 'PHP', 'HTTP', 'Counselling', 'Teaching', 'Testing']",30+ Days Ago
Tutors/Teachers Required To Teach Online,0-5 Yrs,Vedant Ias Academy,07/04/2023,6-12 Lacs PA,Permanent Remote,"['Tutoring', 'Online Tutoring', 'Teaching', 'Home Tuition', 'Coaching', 'Tuition']",30+ Days Ago
Freelance Teaching Assistant - Full Stack Development,0-4 Yrs,Testbook Edu Solutions,07/04/2023,Not disclosed,"Mumbai, Navi Mumbai","['teaching', 'stack', 'full stack', 'assistance', 'fullstack development', 'stack development', 'development', 'freelancing']",30+ Days Ago
Airline Ticketing Executive / Travel Consultant / airport ground staff,0-5 Yrs,Creative Hands HR,07/04/2023,4-6 Lacs PA,"Hyderabad/Secunderabad, Chennai, Coimbatore","['ground staff', 'freshers', 'air ticket', 'airline process', 'process', 'airlines', 'flight', 'domestic']",2 Days Ago
Travel Sales Agents / Airline Ticketing Executive / Travel Consultant,2-4 Yrs,Sharda consultancy,07/04/2023,Not disclosed,Delhi / NCR,"['Travel Sales', 'airline ticketing', 'travel', 'product service', 'customer service', 'servicing', 'consulting', 'sales']",3 Days Ago
